Date,Solar (kWh)
2022-06-20,2185.291176470588
2022-06-21,2263.723529411765
2022-06-22,3342.6625
2022-06-23,1602.9617647058822
2022-06-24,3533.5852941176468
2022-06-25,3603.0
2022-06-26,3555.470588235294
2022-06-27,3534.3441176470587
2022-06-28,3410.502941176471
2022-06-29,1175.7125
2022-06-30,2303.703125
2022-07-01,3277.979411764706
2022-07-02,2765.7382352941177
2022-07-03,1017.990625
2022-07-04,657.1233333333333
2022-07-05,3051.225
2022-07-06,2500.0125000000003
2022-07-07,1553.334375
2022-07-08,2703.765625
2022-07-09,2719.6062500000003
2022-07-10,2955.771875
2022-07-11,2679.9411764705883
